x,y
1.0,0.4773999750614166
2.0,1.7793666124343872
3.0,3.05816650390625
4.0,3.9868996143341064
5.0,3.989800214767456
6.0,4.015866756439209
7.0,4.273366451263428
8.0,4.397766590118408
9.0,4.363033294677734
10.0,3.795966386795044
11.0,2.9858665466308594
12.0,2.0571000576019287
13.0,2.022400140762329
14.0,2.4042999744415283
15.0,3.159433364868164
16.0,4.082399845123291
17.0,4.270432949066162
18.0,3.914600372314453
19.0,3.307000160217285
20.0,2.9511334896087646
21.0,2.7109997272491455
22.0,2.9777333736419678
23.0,4.239566802978516
24.0,4.313133239746094
25.0,4.616566181182861
26.0,5.03303337097168
27.0,4.748966693878174
28.0,4.308433532714844
29.0,4.2164998054504395
30.0,3.633166551589966
31.0,3.4357998371124268
32.0,3.6836330890655518
33.0,3.7464332580566406
34.0,4.017499923706055
35.0,4.37226676940918
36.0,4.739099979400635
37.0,4.960933685302734
38.0,5.184000015258789
39.0,5.456200122833252
40.0,5.45086669921875
41.0,5.386699676513672
42.0,5.175466537475586
43.0,5.060566425323486
44.0,5.18619966506958
45.0,5.16480016708374
46.0,4.001933574676514
