x,y
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,6.1961669921875
26.0,11.326333045959473
27.0,11.619433403015137
28.0,9.16819953918457
29.0,9.42673397064209
30.0,13.0024995803833
31.0,13.770567893981934
32.0,12.249533653259277
33.0,7.796366214752197
34.0,9.348999977111816
35.0,11.432900428771973
36.0,9.87166690826416
37.0,9.394633293151855
38.0,13.297866821289062
39.0,13.681700706481934
40.0,13.371500968933105
41.0,10.59986686706543
42.0,12.705066680908203
43.0,16.31803321838379
44.0,14.357666015625
45.0,8.55086612701416
46.0,0.0
