x,y
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,2.9668331146240234
26.0,6.269533157348633
27.0,6.794633388519287
28.0,7.22166633605957
29.0,6.298166751861572
30.0,6.856666564941406
31.0,7.592767238616943
32.0,6.670533657073975
33.0,5.635033130645752
34.0,5.496200084686279
35.0,6.072267055511475
36.0,5.915166854858398
37.0,8.683899879455566
38.0,10.870532989501953
39.0,13.046966552734375
40.0,11.981834411621094
41.0,9.117566108703613
42.0,11.815333366394043
43.0,16.331533432006836
44.0,13.880534172058105
45.0,7.8072662353515625
46.0,0.0
