x,y
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,7.684899806976318
26.0,17.897966384887695
27.0,18.309633255004883
28.0,18.00043296813965
29.0,17.445066452026367
30.0,21.384599685668945
31.0,19.240365982055664
32.0,16.885101318359375
33.0,15.999533653259277
34.0,17.354598999023438
35.0,17.480600357055664
36.0,16.012065887451172
37.0,16.738933563232422
38.0,17.8353328704834
39.0,21.677167892456055
40.0,18.655799865722656
41.0,15.124432563781738
42.0,20.529033660888672
43.0,22.209665298461914
44.0,23.419967651367188
45.0,11.701033592224121
46.0,0.0
