x,y
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,7.247333526611328
26.0,17.17099952697754
27.0,14.407633781433105
28.0,14.808867454528809
29.0,13.9978666305542
30.0,16.658533096313477
31.0,17.0306339263916
32.0,14.691634178161621
33.0,11.216967582702637
34.0,13.322833061218262
35.0,14.0093994140625
36.0,13.269233703613281
37.0,13.08416748046875
38.0,15.957733154296875
39.0,16.856367111206055
40.0,16.76616668701172
41.0,13.88143253326416
42.0,16.093534469604492
43.0,17.660934448242188
44.0,16.140832901000977
45.0,8.059800148010254
46.0,0.0
