x,y
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,8.626667022705078
26.0,18.604833602905273
27.0,19.387866973876953
28.0,16.394367218017578
29.0,14.804699897766113
30.0,20.92933464050293
31.0,20.72356605529785
32.0,16.61456871032715
33.0,12.766133308410645
34.0,13.410433769226074
35.0,14.863800048828125
36.0,13.459800720214844
37.0,13.02929973602295
38.0,16.66950035095215
39.0,19.584165573120117
40.0,19.7940673828125
41.0,13.231499671936035
42.0,16.58056640625
43.0,19.89193344116211
44.0,16.853933334350586
45.0,10.718766212463379
46.0,0.0
