x,y
1.0,21.400144577026367
2.0,17.89275550842285
3.0,18.24246597290039
4.0,16.63536262512207
5.0,14.071596145629883
6.0,17.672319412231445
7.0,13.500290870666504
8.0,16.17652130126953
9.0,17.46319007873535
10.0,17.822174072265625
11.0,26.086524963378906
12.0,31.19507598876953
13.0,31.5479679107666
14.0,36.37956237792969
15.0,38.0695686340332
16.0,45.268550872802734
17.0,53.58219528198242
18.0,56.509849548339844
19.0,55.88202667236328
20.0,62.32651138305664
21.0,73.1865234375
22.0,69.37594604492188
23.0,68.8290023803711
24.0,58.382022857666016
25.0,43.79667282104492
26.0,44.57289505004883
27.0,55.75666427612305
28.0,63.78376388549805
29.0,68.39852905273438
30.0,70.62723541259766
31.0,69.05956268310547
32.0,71.00695037841797
33.0,65.32231140136719
34.0,56.39854431152344
35.0,51.01390838623047
36.0,40.277381896972656
37.0,36.8638916015625
38.0,29.186115264892578
39.0,24.31290054321289
40.0,24.479129791259766
41.0,23.4195613861084
42.0,25.69086456298828
43.0,32.161163330078125
44.0,40.764190673828125
45.0,42.49317932128906
46.0,36.150726318359375
